1.0 81779550.2541 310349.967157 4.66497412549 31509258.8618 82602.4025581 2325380.61103 2328223.19171 55669.6986015 130.96526471 0.0
85525357.8481 81774895.3509 310294.635471 4.66541440055 31496184.4952 82542.2922945 2322385.487 2325227.6979 55590.6534415 130.948227754 0.0
85747526.2826 81774857.6922 310294.492575 4.66541225205 31496169.9907 82540.7583826 2322384.4175 2325226.6271 55590.627841 130.94816745 0.0
85968549.6607 81774820.0335 310294.349679 4.66541010355 31496155.4861 82540.7203712 2322383.348 2325225.55629 55590.6022406 130.948107146 0.0
86188455.8553 81774782.3748 310294.206783 4.66540795505 31496140.9816 82540.6823598 2322382.27851 2325224.48548 55590.5766402 130.948046842 0.0
86407233.3899 81774744.7162 310294.063887 4.66540580655 31496126.4771 82540.6443484 2322381.20901 2325223.41468 55592.0469375 130.947986538 0.0
86624910.7171 81774725.8868 310293.99244 4.6654047323 31496119.2249 82540.6253427 2322380.67426 2325222.87928 55592.034137 130.947956387 0.0
86841496.7307 81774688.2282 310293.849544 4.6654025838 31496104.7204 82539.0914346 2322379.60477 2325221.80847 55592.0085359 130.947896083 0.0
87057020.6044 81774650.5696 310293.706648 4.6654004353 31496090.2159 82539.053424 2322528.12487 2325220.73767 55591.9829348 130.947835779 0.0
87271471.752 81774612.9109 310293.563753 4.66539828681 31496075.7114 82539.0154134 2322527.05531 2325219.66686 55591.9573338 130.947775475 0.0
87484879.9091 81774575.2524 310293.420858 4.66539613831 31496061.2069 82538.9774028 2322525.98575 2325218.59606 55591.9317328 130.947715172 0.0
87697255.0433 81774537.5938 310293.277962 4.66539398982 31496046.7025 82538.9393922 2322524.91618 2325217.52526 55591.9061317 130.947654868 0.0
87908607.3487 81774499.9352 310293.135067 4.66539184133 31496032.198 82537.4054883 2322523.84662 2325216.45446 55591.8805307 130.947594564 0.0
88118926.9541 81774462.2767 310292.992172 4.66538969284 31496017.6935 82537.3674785 2322522.77706 2325215.38365 55591.8549297 130.947534261 0.0
88328265.0342 81774424.6182 310292.849276 4.66538754434 31496003.1891 82537.3294686 2322521.7075 2325214.31285 55591.8293287 130.947473957 0.0
88536612.2113 81774386.9597 310292.706381 4.66538539585 31495988.6847 82537.2914588 2322520.63794 2325213.24205 55591.8037278 130.947413654 0.0
88743979.5698 81774368.1304 310292.634934 4.66538432161 31495981.4324 82537.2724539 2322520.10316 2325212.70665 55591.7909273 130.947383502 0.0
88950398.8944 81774330.4719 310292.492039 4.66538217312 31495966.928 82535.7385539 2322519.0336 2325211.63585 55591.7653263 130.947323199 0.0
89155861.3179 81774292.8135 310292.349144 4.66538002463 31495952.4236 82535.7005448 2322517.96404 2325210.56505 55591.7397254 130.947262895 0.0
89360357.9993 81774255.155 310292.206249 4.66537787615 31495937.9192 82535.6625357 2322516.89448 2325209.49426 55591.7141244 130.947202592 0.0
89563941.9921 81774217.4966 310292.063354 4.66552531647 31495923.4148 82535.6245267 2322515.82492 2325208.42346 55591.6885235 130.947142288 0.0
89766604.9285 81774179.8382 310291.920459 4.66552316792 31494413.023 82535.5865176 2322514.75536 2325207.35266 55591.6629226 130.947081985 0.0
89968359.1801 81774142.1798 310291.777565 4.66552101936 31494398.5192 82535.5485086 2322513.68581 2325206.28186 55593.1332084 130.947021682 0.0
90169196.5658 81774104.5214 310291.63467 4.66551887081 31494384.0155 82534.0146136 2322512.61625 2325205.21107 55593.1076068 130.946961378 0.0
90369150.5442 81774066.8631 310291.491776 4.66551672226 31494369.5119 82533.9766052 2322511.54669 2325204.14027 55593.0820052 130.946901075 0.0
90568234.1107 81774029.2047 310291.348881 4.66551457371 31494355.0082 82533.938597 2322510.47714 2325203.06947 55593.0564037 130.946840772 0.0
90766439.5655 81774010.3756 310291.277434 4.66551349944 31494347.7563 82533.9195928 2322509.94236 2325202.53408 55593.0436029 130.94681062 0.0
90963780.1754 81773972.7172 310291.13454 4.66551135089 31494333.2526 82533.8815845 2322508.87281 2325201.46328 55593.0180014 130.946750317 0.0
91160269.41 81773935.0589 310290.991645 4.66550920234 31494318.749 82533.8435763 2322507.80325 2325200.39249 55592.9923999 130.946690014 0.0
91355920.94 81773897.4007 310290.848751 4.6655070538 31494304.2453 82532.3096858 2322506.7337 2325199.32169 55592.9667983 130.94662971 0.0
91550727.5558 81773859.7424 310290.705857 4.66550490525 31494289.7416 82532.2716783 2322505.66414 2325198.2509 55592.9411968 130.946569407 0.0
91744724.3172 81773822.0842 310290.562963 4.66550275671 31494275.238 82532.2336708 2322504.59459 2325197.1801 55592.9155954 130.946509104 0.0
91937883.1516 81773784.4259 310290.420069 4.66550060817 31494260.7343 82532.1956633 2322503.52504 2325196.10931 55592.8899939 130.946448801 0.0
92130239.4686 81773746.7677 310290.277175 4.66549845962 31494246.2307 82532.1576559 2322502.45549 2325195.03852 55592.8643924 130.946388498 0.0
92512581.5396 81773671.4513 310289.991387 4.66549416254 31494217.2234 82530.5857629 2322500.31638 2325192.89694 55592.8131895 130.946267892 0.0
92891783.2201 81773614.9641 310289.777046 4.66549093974 31494195.468 82530.5287528 2322498.71206 2325191.29075 55592.7747874 130.946177438 0.0
93267921.8211 81773539.6479 310289.491259 4.66548664266 31494166.4608 82530.4527394 2322496.57296 2325189.14917 55592.7235846 130.946056832 0.0
93641033.8699 81773464.3317 310289.205472 4.66548234559 31494137.4536 82528.8808518 2322494.43386 2325187.00759 55592.6723818 130.945936226 0.0
94011200.8133 81773389.0156 310288.919685 4.66547804853 31494108.4465 82528.8048399 2322492.29476 2325184.86602 55592.6211791 130.94581562 0.0
